,item_id,labels,en,es-CO,de,context,translation_time
408,vocab-item-112,vocab,knight,caballero,knight,"vocab-item-112

Sheet: translation-items-v1",
409,vocab-item-113,vocab,delivering,entregando,delivering,"vocab-item-113

Sheet: translation-items-v1",
410,vocab-item-114,vocab,dentist,dentista,dentist,"vocab-item-114

Sheet: translation-items-v1",
411,vocab-item-115,vocab,claw,garra,claw,"vocab-item-115

Sheet: translation-items-v1",
412,vocab-item-116,vocab,uniform,uniforme,uniform,"vocab-item-116

Sheet: translation-items-v1",
413,vocab-item-117,vocab,furry,peludo,furry,"vocab-item-117

Sheet: translation-items-v1",
414,vocab-item-118,vocab,cormorant,cormorán,cormorant,"vocab-item-118

Sheet: translation-items-v1",
415,vocab-item-119,vocab,fetch,traer,fetch,"vocab-item-119

Sheet: translation-items-v1",
416,vocab-item-120,vocab,arcade,arcada,arcade,"vocab-item-120

Sheet: translation-items-v1",
417,vocab-item-121,vocab,artifact,artefacto,artifact,"vocab-item-121

Sheet: translation-items-v1",
418,vocab-item-122,vocab,aversion,aversión,aversion,"vocab-item-122

Sheet: translation-items-v1",
419,vocab-item-123,vocab,beret,boina,beret,"vocab-item-123

Sheet: translation-items-v1",
420,vocab-item-124,vocab,applaud,aplaudir,applaud,"vocab-item-124

Sheet: translation-items-v1",
421,vocab-item-125,vocab,timid,tímido,timid,"vocab-item-125

Sheet: translation-items-v1",
422,vocab-item-126,vocab,camp,campamento,camp,"vocab-item-126

Sheet: translation-items-v1",
423,vocab-item-127,vocab,tumble,caída,tumble,"vocab-item-127

Sheet: translation-items-v1",
424,vocab-item-128,vocab,concentric,concéntrico,concentric,"vocab-item-128

Sheet: translation-items-v1",
425,vocab-item-129,vocab,confectionery,confitería,confectionery,"vocab-item-129

Sheet: translation-items-v1",
426,vocab-item-130,vocab,couturier,costurero,couturier,"vocab-item-130

Sheet: translation-items-v1",
427,vocab-item-131,vocab,degression,disminución,degression,"vocab-item-131

Sheet: translation-items-v1",
428,vocab-item-132,vocab,divan,diván,divan,"vocab-item-132

Sheet: translation-items-v1",
429,vocab-item-133,vocab,wetland,humedal,wetland,"vocab-item-133

Sheet: translation-items-v1",
430,vocab-item-134,vocab,baywindow,ventana salediza,baywindow,"vocab-item-134

Sheet: translation-items-v1",
431,vocab-item-135,vocab,aesthete,esteta,aesthete,"vocab-item-135

Sheet: translation-items-v1",
432,vocab-item-136,vocab,ecstatic,extático,ecstatic,"vocab-item-136

Sheet: translation-items-v1",
433,vocab-item-137,vocab,rickety,desvencijado,rickety,"vocab-item-137

Sheet: translation-items-v1",
434,vocab-item-138,vocab,gourmet,gourmet,gourmet,"vocab-item-138

Sheet: translation-items-v1",
435,vocab-item-139,vocab,gesticulate,gesticular,gesticulate,"vocab-item-139

Sheet: translation-items-v1",
436,vocab-item-140,vocab,facade,fachada,facade,"vocab-item-140

Sheet: translation-items-v1",
437,vocab-item-141,vocab,slope,pendiente,slope,"vocab-item-141

Sheet: translation-items-v1",
438,vocab-item-142,vocab,habit,hábito,habit,"vocab-item-142

Sheet: translation-items-v1",
439,vocab-item-143,vocab,intersection,intersección,intersection,"vocab-item-143

Sheet: translation-items-v1",
440,vocab-item-144,vocab,irrigation,irrigación,irrigation,"vocab-item-144

Sheet: translation-items-v1",
441,vocab-item-145,vocab,kazoo,kazoo,kazoo,"vocab-item-145

Sheet: translation-items-v1",
442,vocab-item-146,vocab,chat,conversar,chat,"vocab-item-146

Sheet: translation-items-v1",
443,vocab-item-147,vocab,colony,colonia,colony,"vocab-item-147

Sheet: translation-items-v1",
444,vocab-item-148,vocab,preserve,preservar,preserve,"vocab-item-148

Sheet: translation-items-v1",
445,vocab-item-149,vocab,awning,toldo,awning,"vocab-item-149

Sheet: translation-items-v1",
446,vocab-item-150,vocab,mammalogy,mamalogía,mammalogy,"vocab-item-150

Sheet: translation-items-v1",
447,vocab-item-151,vocab,metronome,metrónomo,metronome,"vocab-item-151

Sheet: translation-items-v1",
448,vocab-item-152,vocab,paleontologist,paleontólogo,paleontologist,"vocab-item-152

Sheet: translation-items-v1",
449,vocab-item-153,vocab,percussion,percusión,percussion,"vocab-item-153

Sheet: translation-items-v1",
450,vocab-item-154,vocab,posterior,posterior,posterior,"vocab-item-154

Sheet: translation-items-v1",
451,vocab-item-155,vocab,precarious,precario,precarious,"vocab-item-155

Sheet: translation-items-v1",
452,vocab-item-156,vocab,arbor,quiosco,arbor,"vocab-item-156

Sheet: translation-items-v1",
453,vocab-item-157,vocab,resuscitation,resucitación,resuscitation,"vocab-item-157

Sheet: translation-items-v1",
454,vocab-item-158,vocab,rosette,rosetón,rosette,"vocab-item-158

Sheet: translation-items-v1",
455,vocab-item-159,vocab,saffron,azafrán,saffron,"vocab-item-159

Sheet: translation-items-v1",
456,vocab-item-160,vocab,mischievous,travieso,mischievous,"vocab-item-160

Sheet: translation-items-v1",
457,vocab-item-161,vocab,skimmer,desnatadora,skimmer,"vocab-item-161

Sheet: translation-items-v1",
458,vocab-item-162,vocab,sedentary,sedentario,sedentary,"vocab-item-162

Sheet: translation-items-v1",
459,vocab-item-163,vocab,suede,gamuza,suede,"vocab-item-163

Sheet: translation-items-v1",
460,vocab-item-164,vocab,tourniquet,torniquete,tourniquet,"vocab-item-164

Sheet: translation-items-v1",
461,vocab-item-165,vocab,triad,tríada,triad,"vocab-item-165

Sheet: translation-items-v1",
462,vocab-item-166,vocab,dredging,dragado,dredging,"vocab-item-166

Sheet: translation-items-v1",
463,vocab-item-167,vocab,urban,urbano,urban,"vocab-item-167

Sheet: translation-items-v1",
464,vocab-item-168,vocab,steam,vapor,steam,"vocab-item-168

Sheet: translation-items-v1",
465,vocab-item-169,vocab,vertebra,vértebra,vertebra,"vocab-item-169

Sheet: translation-items-v1",
466,vocab-item-170,vocab,bandage,vendaje,bandage,"vocab-item-170

Sheet: translation-items-v1",
467,vocab-instruct-1,vocab,"In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!","En este juego, escucharás palabras y observarás diferentes imágenes. ¡Tu tarea es elegir la imagen que coincida con la palabra!","In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!","vocab-instruct-1

Sheet: translation-items-v1",
468,vocab-practice-1,vocab,"You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!","A continuación, verás algunas imágenes, por ejemplo, una imagen de una manzana y una imagen de una zanahoria. Luego, escucharás la palabra que identifica una de las imágenes. ¡Asegúrate de elegir la imagen que coincida con la palabra!","You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!","vocab-practice-1

Sheet: translation-items-v1",
469,vocab-instruct-2,vocab,"Some words are hard, and that's okay. If you're not sure, just give your best guess!","Algunas palabras son difíciles, pero no te preocupes, si tienes dudas, ¡haz tu mejor intento!","Some words are hard, and that's okay. If you're not sure, just give your best guess!","vocab-instruct-2

Sheet: translation-items-v1",
470,vocab-instruct-3,vocab,"If you need to hear the word again, press the speaker button.","Si necesitas escuchar la palabra otra vez, presiona el botón del altavoz.","If you need to hear the word again, press the speaker button.","vocab-instruct-3

Sheet: translation-items-v1",
471,01_intro,vocab,"Welcome to a new planet we just discovered with friendly aliens called Zorps. Zorps are interested in learning more about the kinds of things we have on Earth. As you help them learn, they're going to take us on a tour of their planet. Can you help? Which alien do you want to journey with? Choose one alien for your journey.","Bienvenido a un nuevo planeta que acabamos de descubrir con extraterrestres amigables llamados Zorps. Los Zorps están interesados en aprender más sobre los tipos de cosas que tenemos en la Tierra. Mientras los ayudas a aprender, nos llevarán a un recorrido por su planeta. ¿Puede usted ayudar? ¿Con qué alienígena quieres viajar? Elige un extraterrestre para tu viaje.","Welcome to a new planet we just discovered with friendly aliens called Zorps. Zorps are interested in learning more about the kinds of things we have on Earth. As you help them learn, they're going to take us on a tour of their planet. Can you help? Which alien do you want to journey with? Choose one alien for your journey.","01_intro

Sheet: translation-items-v1",
472,02_intro_t,vocab,"Great! They're going to show us some different pictures. For example, a picture of an apple, and a picture of a carrot. Then, you'll hear a word for one of the pictures. Your job is to pick the picture that matches the word!","¡Excelente! Nos van a mostrar algunas fotos diferentes. Por ejemplo, una imagen de una manzana y una imagen de una zanahoria. Luego, escucharás una palabra para una de las imágenes. ¡Tu trabajo es elegir la imagen que coincida con la palabra!","Great! They're going to show us some different pictures. For example, a picture of an apple, and a picture of a carrot. Then, you'll hear a word for one of the pictures. Your job is to pick the picture that matches the word!","02_intro_t

Sheet: translation-items-v1",
473,03_intro_1,vocab,"Try to do your best. Some words are hard, and that's okay. If you're not sure, just give your best guess. If you need to hear the word again, press the speaker button.","Intenta hacer lo mejor que puedas. Algunas palabras son difíciles y eso está bien. Si no está seguro, simplemente dé su mejor estimación. Si necesita escuchar la palabra nuevamente, presione el botón del altavoz.","Try to do your best. Some words are hard, and that's okay. If you're not sure, just give your best guess. If you need to hear the word again, press the speaker button.","03_intro_1

Sheet: translation-items-v1",
474,03_intro_t,vocab,"When you teach the aliens the words, they are so happy that they light up some stars in the sky. Click to continue.","Cuando les enseñas las palabras a los extraterrestres, se ponen tan felices que iluminan algunas estrellas en el cielo. Haz click para continuar.","When you teach the aliens the words, they are so happy that they light up some stars in the sky. Click to continue.","03_intro_t

Sheet: translation-items-v1",
475,06_ready_t,vocab,Awesome! Are you ready to begin the journey? Click to start.,¡Impresionante! ¿Estás listo para comenzar el viaje? Haga clic para comenzar.,Awesome! Are you ready to begin the journey? Click to start.,"06_ready_t

Sheet: translation-items-v1",
476,07_mid1_t,vocab,Thanks for helping out. You've reached a Zogga outpost on your journey. You meet a new Zorp who shows you a cool new machine they've invented. Wow! Let's go!,Gracias por ayudar. Has llegado a un puesto avanzado de Zogga en tu viaje. Conoces a un nuevo Zorp que te muestra una nueva y genial máquina que han inventado. ¡Guau! ¡Vamos!,Thanks for helping out. You've reached a Zogga outpost on your journey. You meet a new Zorp who shows you a cool new machine they've invented. Wow! Let's go!,"07_mid1_t

Sheet: translation-items-v1",
477,08_mid2_t,vocab," After a few days of exploring the planet with your new friends, you come across a lake. There you meet another friendly Zorp, Sellick, who studies the animals who live near the water. Click to continue.","Después de unos días explorando el planeta con tus nuevos amigos, te encuentras con un lago. Allí conoces a otro amigable Zorp, Sellick, que estudia los animales que viven cerca del agua. Haz click para continuar."," After a few days of exploring the planet with your new friends, you come across a lake. There you meet another friendly Zorp, Sellick, who studies the animals who live near the water. Click to continue.","08_mid2_t

Sheet: translation-items-v1",
478,09_final_t,vocab,We've all learned so much. Thanks for helping! You've made it to the space station where you can get on a space ship to go back to Earth. Let's come back soon! Click to finish the game.,Todos hemos aprendido mucho. ¡Gracias por ayudar! Has llegado a la estación espacial donde puedes subirte a una nave espacial para regresar a la Tierra. ¡Volvamos pronto! Haz clic para finalizar el juego.,We've all learned so much. Thanks for helping! You've made it to the space station where you can get on a space ship to go back to Earth. Let's come back soon! Click to finish the game.,"09_final_t

Sheet: translation-items-v1",
479,break1_ns,vocab,Great job! You're one third of the way through. Feel free to take a short break and continue whenever you are ready.,¡Gran trabajo! Estás a un tercio del camino. Siéntase libre de tomar un breve descanso y continuar cuando esté listo.,Great job! You're one third of the way through. Feel free to take a short break and continue whenever you are ready.,"break1_ns

Sheet: translation-items-v1",
480,break2_ns,vocab,Great job! You're two thirds of the way through. Feel free to take a short break and continue whenever you are ready.,¡Gran trabajo! Ya has recorrido dos tercios del camino. Siéntase libre de tomar un breve descanso y continuar cuando esté listo.,Great job! You're two thirds of the way through. Feel free to take a short break and continue whenever you are ready.,"break2_ns

Sheet: translation-items-v1",
481,end_ns,vocab,Thank you for completing the vocabulary activity.,Gracias por completar la actividad de vocabulario.,Thank you for completing the vocabulary activity.,"end_ns

Sheet: translation-items-v1",
482,intro1_ns,vocab,"Welcome to the vocabulary activity! In this activity, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!","¡Bienvenidos a la actividad de vocabulario! En esta actividad, escucharás palabras y mirarás diferentes imágenes. ¡Tu trabajo es elegir la imagen que coincida con la palabra!","Welcome to the vocabulary activity! In this activity, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!","intro1_ns

Sheet: translation-items-v1",
